# from Ensembl Biomart
Associated_Gene_Name	Gene_Start	Gene_End
FAM133A	93674013	93712274
MAOA	43654907	43746824
CSN2	69955256	69961007
PLEKHH1	67533301	67589612
KIR2DS4	54845266	54856124
ZNF700	11925068	11950773
RING1	33208495	33212722
NMRAL1	4461680	4495763
COPS6	100088954	100092200
KRBOX4	46446857	46497422
TRAIP	49828599	49856574
GRK7	141778148	141818490
SASS6	100083563	100132955
VIMP	101270817	101277500
SEPT6	119615724	119693370
YWHAQ	9583972	9631014
PLAGL2	32192503	32207791
UNC13C	54012904	54633414
TMEM89	48620759	48621855
PDGFRB	150113837	150155872
TVP23C	15502264	15563595
KIR3DL3	54724485	54736502
ARPP21	35638945	35794496
KRTAP10-7	44600597	44612906
HIAT1	100038097	100083377
TBCCD1	186546073	186570543
OR5B17	58358124	58359069
KRTAP10-10	44637356	44638455
TMEM88	7855065	7856099
CD40	46118272	46129863
PLCL1	197804702	198572581
FAM49B	129839593	130017129
IMPDH2	49024325	49029408
CCNY	35247025	35572669
SSB	169791933	169812064
LINC01556	28944039	28944699
CEP89	32875925	32971991
SDK2	73334384	73644089
CDRT15L2	20579724	20580911
HNRNPC	21209136	21269494
GPD2	156435290	156613735
DAQB-331I12.15	31962758	31973199
RABGAP1	122940833	123104866
NDUFA2	140638740	140647785
NAPG	10525905	10552761
IL1RAP	190514051	190659750
KIAA1147	141656728	141702156
CNTD1	42798792	42811587
PSPC1	19674752	19783019
C16orf13	634427	636366
PURB	44876293	44885361
DYNC2H1	103109431	103479863
PLAC8	83090048	83137075
P2RX5-TAX1BP3	3663063	3696194
SH2B2	102285091	102321711
ZNF146	36214602	36238774
AGK	141633901	141655244
MRAS	138347648	138405534
OR5K1	98469480	98470576
KRTAP12-1	44681576	44682163
KRTAP10-6	44579737	44592505
ADD3	109996368	110135565
KRTAP4-2	41177446	41178208
KRTAP4-1	41184102	41185342
KIR2DL2	54754600	54768961
H2AFJ	14774383	14778002
CCDC40	80036632	80100613
GOLGA8M	28701954	28738384
SLC32A1	38724462	38729372
GPR18	99254714	99261744
SERF1B	70045915	70063796
GPN3	110452484	110469268
CDKN2B	22002903	22009363
ICE2	60419609	60479160
DNAAF5	726701	786475
VEGFB	64234538	64238793
L1TD1	62194831	62212328
DEFB136	11973937	11974599
PRDM16	3069168	3438621
AC013269.5	130539095	130549883
MRM1	36602534	36609940
SP100	230415942	230544090
FOXI2	127737235	127741186
COL13A1	69801931	69964275
OGG1	9749944	9788219
TAZ	154411518	154421726
NEIL1	75346955	75357114
BMI1	22321211	22331484
IL10	206767602	206772494
TBX2	61399896	61409466
AHI1	135283532	135497776
TYSND1	70137981	70146676
SLC25A3	98593591	98606379
DAZ2	23219434	23291356
NMB	84655129	84658563
ACVR1	157736444	157875862
MSANTD2	124766498	124800673
SYCE1	133553901	133569835
HEXIM1	45148502	45152101
GLG1	74447427	74607144
MCF2L2	183178043	183428778
CSMD2	33513999	34165842
NELL1	20669551	21575681
PRR22	5782960	5784765
KIR2DL4	54429846	54458015
BCL9	147541412	147626216
NSL1	212726153	212791782
TUBB1	59019254	59026654
PCOLCE2	142815922	142889203
USP40	233475520	233566782
CDK10	89680737	89696364
RBP1	139517434	139539829
NANOS1	119029716	119033732
MTAP	21802543	21937651
FCAR	54873427	54889651
RCOR1	102592661	102730576
ASPN	92456205	92482506
NUP210L	153992685	154155116
ST20-MTHFS	79845195	79923754
FANCM	45135940	45200890
RIC1	5629025	5776557
TSPAN2	115048011	115089500
SETD1A	30957294	30985116
RBFOX1	6019094	7713338
HSD17B8	33133453	33135646
TISP43	130570829	130584161
QRFPR	121329312	121381059
KIR2DS2	54738476	54752501
CDC42BPG	64823387	64844569
EDC3	74630558	74696292
CYP2E1	133520406	133561220
TBC1D21	73873608	73889214
OR1M1	9093179	9094213
ANKRD10	110878540	110915069
C12orf75	105235290	105396097
BAD	64269830	64284704
UBE2Q1	154548577	154559028
HDGFRP2	4472287	4502211
SCPEP1	56978105	57006768
VARS	31853814	31872249
HEXIM2	45160700	45170040
KRTAP9-4	41249687	41250653
KIR2DL2	54724465	54769189
KRTAP9-9	41226653	41256364
PAGE2B	55075063	55078909
CTD-2116N17.1	64180348	64373781
KRTAP9-3	41232463	41233454
KRTAP9-2	41189853	41227652
ADAMTS10	8580242	8610735
MAGEE1	76427724	76431353
C2	31888164	31936056
SAMHD1	36890229	36951843
INPP5K	1494571	1516888
STX2	130789600	130839266
PRY	22490397	22514637
FAM198B	158124474	158173318
FAM9B	9024232	9164639
CDK5R2	218959655	218962162
RP4-539M6.19	30409255	30428990
IL5	132541444	132556838
LACTB2	70635318	70669174
HSPA1B	31817974	31820498
SFXN3	101031234	101041244
ACAT1	108121516	108147776
ASB4	95478444	95540232
FLT3	28003274	28100592
RBMS2	56521929	56596196
POLR2K	100150584	100154002
MICALL1	37905657	37942822
KRTAP9-8	41232475	41239004
MPEG1	59208510	59212951
FAM209B	56533246	56536520
CBX4	79833156	79839429
ZBTB12	31881788	31884173
KIF4B	155013755	155018132
DCAF12L1	126549383	126552851
TRPV1	3565444	3636249
DTX4	59171430	59208587
EPO	100720800	100723700
SHPK	3608262	3636322
ADGRF5	46852512	46954943
PRR15L	47951967	47957878
PRR32	126819764	126821786
LPAR5	6618835	6636447
UTP18	51260528	51297936
WDR46	33449481	33459870
NRK	105822543	105958610
ERMARD	169751622	169781584
DEFB135	11982321	11984590
MTUS2	28820348	29505947
ST20	79898840	79923702
WFIKKN1	629239	634116
GPRC6A	116792085	116829037
CUX2	111034024	111350554
EPB41L3	5392381	5630700
ZNF229	44417519	44448578
RPL32	12834485	12841588
P2RX5	3672199	3696404
TMX4	7977348	8019829
TAS2R39	143183419	143184435
PNN	39175183	39183218
GIPC1	14477760	14496149
EOGT	68975214	69013961
KIR3DL3	54724485	54736504
GPSM2	108875350	108934545
DUSP12	161749758	161757238
KTI12	52032103	52033816
CDCA2	25458997	25507920
MT1G	56666731	56668065
CCDC186	114120862	114174220
HRH2	175658030	175686242
USF2	35268978	35279821
DDX56	44565417	44575051
CAPN2	223701593	223776018
KRTAP9-1	41189887	41190639
NELFB	137255173	137273546
ZNF273	64870172	64930966
ABHD17B	71862452	71910931
PBXIP1	154944076	154956123
GOLGA8J	30083053	30093499
STX4	31032889	31042975
NRN1L	67884805	67888855
AMY2B	103553815	103579534
PLS1	142596387	142713664
TXNDC12	52020131	52056171
SEC61A2	12129637	12169961
CEACAM16	44699151	44710714
WNT9B	46833201	46886730
CLPSL1	35781017	35793675
HDC	50241947	50266026
BRAP	111642146	111685986
CLDN22	183318194	183320774
MROH8	37101226	37179588
HMGA1	34236873	34246231
MUC15	26559033	26572233
SLC4A8	51391317	51515763
C21orf33	44133605	44145723
DKC1	154762742	154777689
KLHL20	173714941	173786702
RPS23	82273358	82278577
FUK	70454421	70480274
LIMD2	63695902	63701172
KRIT1	92198969	92246166
PPP2R2D	131900644	131959834
GLOD4	757097	783390
IP6K1	49724294	49786542
ABHD16A	31763228	31779696
OAS1	112906777	112933222
LARP6	70829130	70854159
TMEM135	87037844	87323758
PGD	10398592	10420144
LRRIQ4	169821922	169837775
UNC13B	35161992	35405338
PFDN4	54207847	54228052
ALDH9A1	165662216	165698863
OR5AP2	56641466	56642471
KLRK1	10372353	10391874
ATP2B1	89588049	89709300
SLC29A3	71319258	71363385
PRRC2A	31611467	31628517
RAPSN	47437757	47449178
SF3A1	30331988	30356947
WWC2	183099293	183320777
CR2	207454230	207489895
AKR1D1	138002324	138117986
SEMA6C	151131685	151146664
RXRB	33122398	33129499
OGFOD2	122974580	122980043
KCNU1	36784324	36936128
ARMCX4	101418287	101533459
ZNF624	16620737	16653856
RP11-762I7.5	55757275	55827546
BZW1	200810594	200827338
PXDNL	51319578	51809445
SNUPN	75598083	75626469
FAM83C	35285731	35292401
PCDHGB7	141417645	141512979
CH507-396I9.6	7816675	7829926
HMBOX1	28890394	29064764
KCNV1	109963645	109975847
GBA	155234452	155244699
KEAP1	10486120	10503741
PHRF1	576486	612222
SURF1	133351755	133356676
TSPYL1	116276578	116279903
MMP19	55835433	55842966
MTHFD2	74198562	74217565
ATIC	215311817	215349773
RRAGB	55717739	55758774
EPC2	148644440	148787568
PSME3	42824385	42843758
SALL2	21521081	21537216
PVRL1	119623408	119729084
EPS15L1	16355239	16472085
TCEA1	53966552	54022529
C2	31879966	31927861
SLC25A25	128068201	128109245
INSR	7112255	7294034
COL28A1	7356203	7535853
NOM1	156949723	156973182
ACOX2	58505136	58537319
AHCYL2	129225023	129430211
MTHFS	79833585	79897379
NAB2	57088894	57095476
GABRR1	89177501	89231278
BDH1	197509783	197573323
DCTPP1	30423619	30430075
CUX1	101815904	102283957
TTL	112482154	112541739
IQCK	19716456	19858467
RAB21	71754874	71800285
NAGLU	42536172	42544449
TNFAIP2	103123442	103137439
R3HCC1	23270120	23296279
HYAL2	50317790	50322906
CUL5	108008733	108107776
ST8SIA4	100806935	100903266
RNF19A	100257059	100410015
CLVS1	61057158	61501645
CLRN3	127877841	127892947
HCFC1	153947553	153971807
FKBPL	32205134	32206718
KIR3DS1	54785808	54830525
POTED	13609858	13641585
FRRS1	99708703	99766631
OSBPL3	24796539	24981634
ELF5	34478793	34513805
SETDB1	150926263	150964744
TRUB1	114938193	114977676
FSD1	4304600	4323843
TNFRSF21	47231532	47309905
MT1H	56669814	56671129
UPB1	24494107	24528390
CRISPLD1	74984515	75034558
TACR2	69403903	69416867
GUCA2B	42153421	42155824
C9orf78	129827290	129835863
TSC2	2047465	2088720
DIO1	53891239	53911086
ZNF610	52336245	52367778
AMDHD1	95943293	95968716
STK31	23710167	23832513
PSMB9	32772831	32808281
SPARCL1	87473335	87531061
TMEM42	44861869	44865670
EGFL8	32172254	32175953
CA6	8945867	8975092
BTBD16	122271306	122338162
ZXDC	126437601	126475919
FAM83A	123178960	123210079
TRIM31	30092451	30102654
SLC6A4	30194319	30236002
DUSP16	12474210	12562383
BBS9	33129244	33606068
IZUMO2	50152548	50163195
PCDHGB2	141360042	141512979
PCDHGB4	141387698	141512979
DPY19L2	63558913	63668939
ONECUT1	52756989	52791078
ZNF285	44382298	44401608
FAM19A1	68004216	68545625
LMOD2	123655807	123664290
RPS6KA6	84058346	84187907
RP11-603J24.9	56101331	56109289
TEFM	30897336	30906820
NDNL2	29268149	29269829
TNF	31566312	31569081
BMP1	22164736	22212326
ZNF771	30407297	30431108
ACSBG1	78167468	78245688
TMEM256-PLSCR3	7389734	7404097
ZNF112	44326555	44367217
OPRD1	28812142	28871267
PMS2	5973239	6009125
ANXA10	168092515	168187690
FAM189A1	29120254	29570723
MLST8	2204248	2209416
ACTR1A	102479229	102502711
OR7G2	9102269	9103306
WDR44	118346073	118449961
COL1A1	50183289	50201632
HSD17B1	42549214	42555213
CHRNA5	78565520	78595269
RPS18	33442379	33446883
STARD7	96184859	96208825
MYC	127735434	127741434
GUCY2C	14612632	14696585
VSIG4	66021738	66040125
DDX27	49219295	49244077
VCAN	83471465	83582303
ARID3B	74541177	74598131
NGF	115285918	115338236
RPH3AL	281768	388309
EIF3D	36510850	36529436
UPP1	48088628	48108733
GOLGA7	41490396	41510980
MED7	157137412	157159019
RP11-475E11.9	108837660	108963484
ZNF480	52297177	52325922
PALM	708939	748329
PEX5L	179794958	180037053
MT1F	56657694	56660698
KIR2DL3	54738479	54753050
NCAM2	20998315	21543329
ASPSCR1	81976807	82017406
TRPV1	3565444	3597098
HGSNAT	43140455	43202855
PSAP	71816298	71851375
KLHL18	47282917	47346816
TRIM29	120111275	120185529
POLR2C	57462387	57472010
HIF1AN	100529072	100559998
LGI1	93757809	93798174
PCDHGA6	141373914	141512979
NNT	43602692	43707405
TMEM45A	100492619	100577444
TMEM105	81311270	81330674
TCF19	31150981	31156655
OR2W1	29044362	29045389
DAGLA	61680433	61747001
IRS1	226731317	226799759
PES1	30576625	30607083
SFRP5	97766751	97771952
HLA-F	29716754	29732497
SPDYA	28782517	28850611
GRASP	52006940	52015889
FAH	80152490	80186946
CXorf56	119538149	119565408
HAVCR2	157085832	157142869
VAMP4	171700160	171742247
P3H1	42746335	42767084
GRIN1	137138390	137168762
DUSP6	89347232	89353271
NLRP8	55947832	55988629
CSN1S1	69931081	69946574
LCE2C	152675295	152676574
LCOR	96832260	96981043
AKNAD1	108815898	108858228
PCDHGA9	141402932	141512979
RABAC1	41956681	41959390
MT1B	56651899	56653204
TMEM5	63779803	63809558
TRIM40	30128631	30141238
KIR2DS3	54888671	54903107
KRTAP9-2	41226628	41238693
SLC25A26	66133610	66388116
PCDHGC3	141475947	141512979
MYL6B	56152256	56159647
KLRC4	10407382	10409757
RABL2A	113627229	113643396
ATAT1	30705297	30725280
NAGA	42058354	42070842
FAM50A	154444126	154450654
TNFSF18	173039960	173050963
C5orf30	103258702	103278660
MTPN	135926761	135977353
APPL2	105173296	105236238
ODF3L2	463346	474983
ZNF212	149239651	149255609
SMYD2	214281102	214337131
RAP1B	68610839	68671901
IGF2R	159969099	160113507
TMOD1	97501180	97601748
KIR3DL1	54786289	54830812
PARD6G	80157232	80247546
CLEC9A	10030677	10066027
MARK1	220528183	220664461
EPB41L5	120013005	120179119
ZP2	21197450	21214510
NSD1	177133025	177300215
RNF121	71928701	71997597
YIPF3	43511827	43516990
DDX60	168216293	168318807
KRTAP12-2	44666189	44666927
FAM217B	59933764	59948680
ZNF711	85244032	85273362
FSIP2	185738628	185833290
CENPI	101098218	101163681
KDM3A	86440647	86492716
EVPLL	18377662	18389647
ISCA1	86264546	86282538
INO80	40978880	41116354
KRTAP9-3	41232462	41233453
DMXL1	119037772	119249138
RAB40C	589357	629272
KRTCAP3	27442366	27446481
KIR2DS3	54782627	54797062
METTL22	8621683	8649654
HDLBP	241227264	241317061
CD1D	158179947	158184896
USP3	63504511	63594640
KIR2DL5A	54877583	54887079
THBS1	39581079	39599466
ADH1A	99276367	99291028
SEC14L2	30396857	30425317
ATRNL1	115093365	115948992
RNF5	32186026	32188465
WNT9B	46662121	46715644
ZFHX2	23520855	23556192
PLEKHA1	122374696	122442602
TSPEAR	44497892	44711580
GPR101	137030148	137031674
TUBB	30764859	30770084
CFAP52	9576627	9643459
CDC37L1	4679559	4708398
NPIPA7	16379055	16393954
FUT1	48748011	48755390
ADH4	99123657	99157792
GSG1	13083560	13103683
UBR3	169827458	170084131
SIM1	100385015	100464929
SELT	150602875	150630445
RAD51L3-RFFL	35011349	35121493
ANKRD60	58218495	58228653
ZNF766	52269571	52296046
PPP1R10	30600400	30618612
SDHA	218241	256700
C3orf36	133928145	133929812
DPEP1	89613308	89638456
HTR3C	184053047	184060671
YTHDF3	63168553	63212786
ST6GAL2	106801600	106887108
PSMD14	161308038	161411717
CYB5R2	7665100	7677222
SYNPR	63228315	63616921
ARMS2	122454653	122457352
ETV3L	157092044	157099808
C18orf32	49477250	49492565
ARHGEF16	3454426	3481113
OAF	120210767	120230332
PTPRE	127907061	128085855
CHRNA3	78593052	78621295
PXMP4	33702754	33720319
OTOF	26457203	26558698
EFCC1	129001629	129040742
PGBD2	248906196	248919946
KRTAP10-9	44627123	44628293
KRTAP9-6	41265339	41266641
DERL3	23834503	23839128
MOGAT2	75717819	75732958
GIGYF2	232697299	232860575
TPBG	82363206	82370828
C11orf31	57741250	57743554
APOH	66212033	66256525
ZBTB38	141324213	141449792
ASPDH	50511600	50514690
GPR156	120164645	120285094
LRRC31	169839179	169869930
EPHX1	225810092	225845563
HSF2	122399546	122433119
KRTAP10-3	44557790	44558760
CLEC16A	10944488	11182189
ORMDL1	189770323	189784371
SF3B3	70523788	70577670
CTC-512J12.6	44329695	44401608
IDH3A	78131498	78171949
CHRNA6	42752620	42796392
SMG1	18804853	18926454
AIMP1	106315544	106349226
CA10	51630313	52160017
DENND2D	111187174	111204535
FOSB	45467995	45475179
SEMA6B	4542593	4559808
PPP1R3D	59936668	59940297
CCNA1	36431520	36442882
RPP21	30334620	30336373
HOXC11	53973126	53977643
ADGRG5	57542421	57591681
KCNG3	42442017	42494097
SDHAF1	35995199	35996315
PHLDA2	2928201	2929383
FAU	65120628	65122473
FAM219A	34398184	34458570
TGFB2	218346235	218444619
CPLX2	175796310	175884020
MRPS30	44808925	44820428
SCGB2B2	34593329	34675699
PLIN4	4502180	4518465
VCX3A	6533618	6535118
TP53I13	29566052	29573157
HLA-DMB	32856943	32875441
BMP2	6767664	6780280
CCNK	99481169	99535044
RDH13	55039108	55071291
GMPR2	24232422	24239242
KRTAP9-7	41275659	41276697
RAB7A	128726122	128814796
SEC61B	99222064	99230615
ATG12	115828200	115841858
KIR3DL3	54724447	54736085
OCRL	129539849	129592561
BRIP1	61681266	61863521
RHBDD3	29259852	29268209
ATP6V1D	67294371	67360265
FRG2C	75664330	75667220
UNKL	1363205	1414751
NLRP5	55999726	56061813
KIAA1257	128909866	129002690
DEFB134	11993174	11996312
MAP3K3	63622415	63696303
PRSS53	31083425	31089628
NAT8L	2059512	2069089
OPN1SW	128772491	128775790
ZNF512	27582969	27623215
DSG3	31447795	31478702
CDV3	133573730	133590261
NDUFB11	47142216	47145504
TFCP2	51093663	51173134
KCTD7	66628881	66811187
EXOC3	443158	471937
MAFF	38200767	38216511
LCE2B	152686123	152687401
CEACAM8	42580241	42740384
PSMD10	108084207	108091618
SPPL3	120762510	120904371
FBLIM1	15756607	15786594
CLEC5A	141927357	141947007
RP11-691N7.6	57742163	57793243
GDI2	5765223	5842132
BTBD18	57743514	57751781
NXPE1	114521715	114559895
CACNG2	36563921	36703558
MPP7	28050993	28334486
LCE2A	152698364	152699442
ZNF114	48172318	48287608
C19orf25	1461143	1479556
PTPN9	75463251	75579289
RRP1B	43659548	43696079
KIF15	44761717	44873376
SYNJ2	157981887	158099176
C11orf16	8920076	8933006
TOX3	52438005	52547802
MAPRE2	34976928	35143470
C14orf180	104579684	104590515
PLBD1	14503661	14568349
COL23A1	178237618	178590555
NEU1	31850351	31855624
CXCL17	42428288	42443048
OTOS	240139026	240144562
TMX2	57712600	57740973
CLPS	35794982	35797344
RYR3	33310962	33866102
PNRC1	89080751	89085160
CNPY2	56309842	56316336
PODXL2	127629181	127672809
ZGRF1	112539333	112636995
ACVR2A	147844517	147930826
RPLP1	69452784	69456194
C22orf42	32149006	32159322
MSANTD1	3244369	3271738
PPP1R13L	45379634	45406349
PSG3	42721638	42740569
METTL21A	207580631	207625928
SLC25A40	87833568	87876357
AK6	69350984	69370013
SSTR5	1078781	1080142
LUZP6	135927274	135927450
RNH1	494512	507300
EPB41L1	36091504	36232799
MYCBP2	77044655	77327050
C21orf2	44328944	44339402
NPIPA2	14748066	14765413
GRPEL2	149345430	149354583
EEF1A2	63488013	63499315
MT1A	56638666	56750276
RP11-206C20.2	41249651	41256314
WEE2	141708353	141731271
APLN	129645259	129654937
FOXP1	70954693	71583989
TIMM23	45972449	46003734
RHOJ	63204114	63293219
CMIP	81445170	81711762
TUSC2	50320027	50328251
RNF38	36336396	36487548
OR2AG2	6767987	6769055
CALU	128739292	128771807
TAS2R3	141764097	141765197
SLC10A4	48483343	48489196
LRRC75B	24585620	24593208
C19orf68	48170692	48197620
CCDC107	35658290	35661511
CLN8	1755340	1786132
LCE4A	152708160	152709491
IGLL1	23573125	23580308
GOLGA6L18	82342783	82349497
ADH6	99202638	99219537
RFX2	5993164	6199572
ATP6V1G3	198523222	198540945
FSD1L	105447796	105552433
MRPS18B	30696164	30704850
SS18L2	42581840	42595114
C9orf84	111686173	111795008
PHLDA3	201464383	201469237
ARSI	150296343	150339307
SLC4A5	74216242	74343414
SUSD5	33150042	33219215
TMEM173	139475534	139482935
GIMAP6	150625375	150632648
FAHD2A	95402721	95416616
LENG1	54155161	54159882
PHF21B	44881162	45009999
SLC6A18	1225355	1246189
PSMB8	32769412	32773398
ERBB3	56079857	56103505
TMEM63A	225845536	225882369
RLN1	5334969	5339873
KRTAP9-4	41249619	41250585
LRP1	57128493	57213351
PARK2	161347420	162727771
UROD	45012147	45015575
MCF2	139581770	139708227
ACR	50738196	50745334
AQP9	58138169	58185911
ABCF1	30561217	30587022
UBE2V2	48008400	48064708
ABCB11	168922938	169031322
CCT6B	34927859	34981078
RAB2B	21459020	21476973
ANKRD30A	37125788	37384111
ARHGAP5	32076114	32159728
GOLGA6L4	84235773	84245368
TRRAP	98877933	99013243
OR9G1	56700388	56701305
RBBP8	22798261	23026488
SLC6A20	45755450	45796535
SHISA4	201888680	201892306
GIPC3	3585553	3593541
SMARCB1	23786963	23834516
SCAF8	154733325	154834244
CNOT3	54137728	54155681
RHEBL1	49064685	49070025
PSAPL1	7432258	7434945
MT1X	56682424	56684196
KRTAP29-1	41301826	41302851
TMEM179	104474678	104605647
CCDC88C	91271323	91417844
C2orf78	73784189	73817147
TMEM120B	121712752	121783001
HIP1R	122834453	122862960
PRIMA1	93718298	93788481
BPY2C	25030901	25062548
SORCS2	7192538	7742836
ZNF385C	42025576	42065365
F2	46719180	46739506
LMLN	197960200	198043720
FAM71B	157161846	157166264
CTAGE6	143755089	143757696
EIF5A	7306999	7312463
XG	2752050	2815927
ZDHHC11	795606	850986
TAS2R4	141778442	141780819
PLEKHM1	45435902	45490401
CYP11B1	142872356	142879846
OR6A2	6794627	6795783
FGF1	142592178	142698070
RSU1	16590611	16817528
OAS2	112978395	113011723
ATP5S	50312326	50335558
MRPL49	65122183	65127371
SSBP1	141738321	141787922
FAM227A	38578120	38656629
RB1	48303751	48481986
RAC3	82031624	82034204
NCBP1	97633626	97673748
PRKAR1B	549197	727650
HMGA2	65824131	65966295
PSD4	113157325	113209396
EDEM1	5187646	5219957
TCAF2	143620950	143730409
CNP	41966741	41977731
GRK1	113667155	113737735
RPL18A	17859876	17864153
HIST1H2BO	27893463	27893843
ADIPOQ	186842690	186858463
TCF7L1	85133410	85310388
TCAF1	143851375	143902198
NIFK	121726945	121736923
HIST1H2BE	26183795	26184180
HLA-B	31353872	31357188
FOSL2	28392448	28417312
HIST1H3D	26196840	26197250
RAB11FIP1	37858618	37899467
LRRC37A	46292733	46337794
GALR3	37823382	37825495
UTP11L	38009258	38024824
DSG2	31498043	31549008
IL13RA2	115003975	115019977
ACER3	76860867	77026797
NKTR	42600614	42648741
MOCS3	50958826	50963931
SLC24A1	65611366	65660995
SVOP	108907741	109021240
KDM5D	19703865	19744939
SLC16A7	59596067	59789855
C1orf64	16004236	16008807
LSM2	31864414	31874003
CCDC58	122359591	122383231
CHAC2	53767792	53775196
ZDHHC16	97446131	97457370
AKR1B1	134442350	134459284
C16orf45	15434295	15625028
OR4F16	685716	686654
GANAB	62624826	62646726
MAN1C1	25617468	25786207
PIGO	35088688	35096601
PALD1	70478821	70568449
RPS26	56041853	56044675
TBR1	161416094	161425870
CASKIN1	2177180	2196525
C15orf61	67521068	67530143
SAMD1	14087840	14091036
OXCT1	41730065	41870519
LRCOL1	132603150	132610543
